RAW,NORMALIZED,IDENTITY,BRAND,IS_SERVICE,IS_FOOD,IS_MEAT
"MANTENIMIENTO CORRECTICO: REPARACION DE GOMA, CORREAS, COMPRESOR DE AIRE, BOLA ESFERICA Y TERMINAL. REPARACION DE RADIADORES DEL ALTERNADOR Y MOTOR DE ARRANQUE Y SISTEMA ELECTRICO GENERAL, REPARACION DE SISTEMA HIDRAULICO, RODAMIENTO, SISTEMA DE FRENOS.",mantenimiento correctico reparacion de goma correas compresor de aire bola esferica y terminal. reparacion de radiadores del alternador y motor de arranque y sistema electrico general reparacion de sistema hidraulico rodamiento sistema de frenos.,mantenimiento|correctico|reparacion|goma|correas|compresor|aire|bola,,True,False,False
"MANTENIMIENTO CORRECTICO: REPARACION DE GOMA, CORREAS, COMPRESOR DE AIRE, BOLA ESFERICA Y TERMINAL. REPARACION DE RADIADORES DEL ALTERNADOR Y MOTOR DE ARRANQUE Y SISTEMA ELECTRICO GENERAL, REPARACION DE SISTEMA HIDRAULICO, RODAMIENTO, SISTEMA DE FRENOS.",mantenimiento correctico reparacion de goma correas compresor de aire bola esferica y terminal. reparacion de radiadores del alternador y motor de arranque y sistema electrico general reparacion de sistema hidraulico rodamiento sistema de frenos.,mantenimiento|correctico|reparacion|goma|correas|compresor|aire|bola,,True,False,False
"MANTENIMIENTO CORRECTICO: REPARACION DE GOMA, CORREAS, COMPRESOR DE AIRE, BOLA ESFERICA Y TERMINAL. REPARACION DE RADIADORES DEL ALTERNADOR Y MOTOR DE ARRANQUE Y SISTEMA ELECTRICO GENERAL, REPARACION DE SISTEMA HIDRAULICO, RODAMIENTO, SISTEMA DE FRENOS.",mantenimiento correctico reparacion de goma correas compresor de aire bola esferica y terminal. reparacion de radiadores del alternador y motor de arranque y sistema electrico general reparacion de sistema hidraulico rodamiento sistema de frenos.,mantenimiento|correctico|reparacion|goma|correas|compresor|aire|bola,,True,False,False
SHEETROCK 4x8,sheetrock 4x8,sheetrock|4x8,,False,False,False
PARAL PARA SHEETROCK 2 1/2 X10,paral para sheetrock 2 1/2 x10,paral|para|sheetrock|2|1/2|x10|1/2,,False,False,False
PERFIL PARA SHEETROCK 2  1/2 X10,perfil para sheetrock 2 1/2 x10,perfil|para|sheetrock|2|1/2|x10|1/2,,False,False,False
KIT TALADOR 1/2  ATORNILLADOR DE IMPACTO 1/4,kit talador 1/2 atornillador de impacto 1/4,kit|talador|1/2|atornillador|impacto|1/4|1/2,,False,False,False
TARUGOS VERDES,tarugos verdes,tarugos|verdes,,False,False,False
TORNILLOS PARA SHEETROCK 1 1/4,tornillos para sheetrock 1 1/4,tornillos|para|sheetrock|1|1/4|1/4,,False,False,False
TORNILLOS DIABLITOS DE 1,tornillos diablitos de 1,tornillos|diablitos|1,,False,False,False
TORNILLOS DIABLITO DE 1 1/2,tornillos diablito de 1 1/2,tornillos|diablito|1|1/2|1/2,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
CORTADORA DE CESPED,cortadora de cesped,cortadora|cesped,,False,False,False
DESBROZADORA TRIMMER CORTADOR DE CESPED,desbrozadora trimmer cortador de cesped,desbrozadora|trimmer|cortador|cesped,,False,False,False
SOPLADORA,sopladora,sopladora,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
SOLDADURA UNIVERSAL 7018 UNIVERSAL,soldadura universal 7018 universal,soldadura|universal|7018|universal,,False,False,False
DISCO CORTE METAL INOX 9 METABO,disco corte metal inox 9 metabo,disco|corte|metal|inox|9|metabo,,False,False,False
THINNER TH-1000-GL TROPICAL,thinner th-1000-gl tropical,thinner|th-1000-gal|tropical|TH-1000-GL,Tropical,False,False,False
PINTURA ESMALTE OXIDO NEGRO TROPICAL,pintura esmalte oxido negro tropical,pintura|esmalte|oxido|negro|tropical,Tropical,False,False,False
BROCHA DE 3 ATLAS,brocha de 3 atlas,brocha|3|atlas,,False,False,False
PLANCHUELA 2x1/4x20 -34 LBS,planchuela 2x1/4x20 -34 lbs,planchuela|2x1/4x20|-34|lb|34 lbs,,False,False,False
ANGULAR 2x1/4x20 -63.8 lbs,angular 2x1/4x20 -63.8 lbs,angular|2x1/4x20|-63.8|lb|63.8 lb,,False,False,False
VIGA H 4x4-30 (13.0# )-390 LBS,viga h 4x4-30 13.0 -390 lbs,viga|h|4x4-30|13.0|-390|lb|390 lbs,,False,False,False
VIGA H 6x6-30 (25.0# )-750 LBS,viga h 6x6-30 25.0 -750 lbs,viga|h|6x6-30|25.0|-750|lb|750 lbs,,False,False,False
VIGA H 6x4-30 (16.0# ) -480 LBS FINA,viga h 6x4-30 16.0 -480 lbs fina,viga|h|6x4-30|16.0|-480|lb|fina|480 lbs,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
RESINA EPOXICA TRANSPARENTE Y ALTA RESISTENCIA,resina epoxica transparente y alta resistencia,resina|epoxica|transparente|alta|resistencia,,False,False,False
VASOS MEDIDORES DE SILICONA CON BOQUILLA,vasos medidores de silicona con boquilla,vasos|medidores|silicona|boquilla,,False,False,False
BORLA DE HILO CHINO O SEDA DIVERSOS COLORES,borla de hilo chino o seda diversos colores,borla|hilo|chino|o|seda|diversos|colores,,False,False,False
ARGOLLAS PARA LLAVERO METALICOS DE ALTA RESISTENCIA 25Y 33MM,argollas para llavero metalicos de alta resistencia 25y 33mm,argollas|para|llavero|metalicos|alta|resistencia|25y|33,,False,False,False
MOLDE DE ARETES DE SILICONA FLEXIBLE Y DE FORMA COMUN Y DE CALIDAD,molde de aretes de silicona flexible y de forma comun y de calidad,molde|aretes|silicona|flexible|forma|comun|calidad,,False,False,False
LLAVEROS DE ALTA DURABILIDAD Y ACABADO BRILLANTE,llaveros de alta durabilidad y acabado brillante,llaveros|alta|durabilidad|acabado|brillante,,False,False,False
CANCAMO DE ACABADO METALICO DE ROSCA FINA 8 Y 10 MM,cancamo de acabado metalico de rosca fina 8 y 10 mm,cancamo|acabado|metalico|rosca|fina|8|10|mm,,False,False,False
"MOLDES PARA LLAVERO DE SILICON DE 8 FLEXIBLES, LISO Y BRILLANTE EN EL INTERIOR",moldes para llavero de silicon de 8 flexibles liso y brillante en el interior,moldes|para|llavero|silicon|8|flexibles|liso|brillante,,False,False,False
PALITOS DE PALETA DE MADERA  SUPERFICIE LISA RESISTENTE 30CM,palitos de paleta de madera superficie lisa resistente 30cm,palitos|paleta|madera|superficie|lisa|resistente|30|cm,,False,False,False
MOLDES DE LETRAS DE SILICONA DE ALTA CALIDAD Y ENTERIOR BRILLANTE ALFANUMERICOS DE 3 Y 5 MM,moldes de letras de silicona de alta calidad y enterior brillante alfanumericos de 3 y 5 mm,moldes|letras|silicona|alta|calidad|enterior|brillante|alfanumericos,,False,False,False
MECHERO (SOPLETES) DISEÑO LIGERO LLAMA AZUL TIPO ANTORCHA DE BUTANO,mechero sopletes diseno ligero llama azul tipo antorcha de butano,mechero|sopletes|diseno|ligero|llama|azul|tipo|antorcha,,False,False,False
GAS BUTANO PARA MECHERO DE LLAMA AZUL CONTROLABLE EN BOTES DE AEROSOL METALICO DE 250ML,gas butano para mechero de llama azul controlable en botes de aerosol metalico de 250ml,gas|butano|para|mechero|llama|azul|controlable|botes,,False,False,False
MICA EN POLVO DEFECTO METALICO Y BRILLANTE COMPATIBLE CON RESINA DE ALTA RESISTENCIA TERMICA,mica en polvo defecto metalico y brillante compatible con resina de alta resistencia termica,mica|polvo|defecto|metalico|brillante|compatible|resina|alta,,False,False,False
"LIQUIDO DE COLORES Y COMPATIBLE PARA RESINA EN TONOS INTENSOS , PASTELES Y BRILLANTE 24/1",liquido de colores y compatible para resina en tonos intensos pasteles y brillante 24/1,liquido|colores|compatible|para|resina|tonos|intensos|pasteles|24/1,,False,False,False
ESCARCHA PARA RESINA DE ALTA RESISTENCIA Y DURABILIDAD VARIOS COLORES 24/1,escarcha para resina de alta resistencia y durabilidad varios colores 24/1,escarcha|para|resina|alta|resistencia|durabilidad|varios|colores|24/1,,False,False,False
ANSUELOS PARA ARETES RESISTENTES EN ACERO INOXIDABLE Y FORMA CURVADA,ansuelos para aretes resistentes en acero inoxidable y forma curvada,ansuelos|para|aretes|resistentes|acero|inoxidable|forma|curvada,,False,False,False
PINZAS DE ACERO INOXIDABLE DE ALTA RESISTENCIA PUNTA FINA Y MANGO ERGONOMICO,pinzas de acero inoxidable de alta resistencia punta fina y mango ergonomico,pinzas|acero|inoxidable|alta|resistencia|punta|fina|mango,,False,False,False
GUANTES DE COLOR AZUL DE NITRILO DE ALTA RESISTENCIA QUIMICA,guantes de color azul de nitrilo de alta resistencia quimica,guantes|color|azul|nitrilo|alta|resistencia|quimica,,False,False,False
ALCOHOL OSOPROPILICO DE 95% A 99% PUREZA,alcohol osopropilico de 95% a 99% pureza,alcohol|osopropilico|95%|a|99%|pureza,,False,False,False
LAMPARA UV POTENCIA DE 36W A 54W DE ALTA POTENCIA Y RECARGABLE,lampara uv potencia de 36w a 54w de alta potencia y recargable,lampara|uv|potencia|36|w|a|54|w|36W,,False,False,False
BARRO NATURAL DE ALTA PLASTICIDAD ARCILLA ROJA,barro natural de alta plasticidad arcilla roja,barro|natural|alta|plasticidad|arcilla|roja,,False,False,False
SET DE HERRRAMIENTAS MODELADO DE BARRO DE MADERA,set de herrramientas modelado de barro de madera,set|herrramientas|modelado|barro|madera,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
215-A TONER HP PARA IMPRESORA COLOR LASERJET (W2310A ) NEGRO,215-a toner hp para impresora color laserjet w2310a negro,215-a|toner|hp|para|impresora|color|laserjet|w2310a|W2310A,HP,False,False,False
215-A TONER HP PARA IMPRESORA COLOR LASERJET (W2310A ) MAGENTA,215-a toner hp para impresora color laserjet w2310a magenta,215-a|toner|hp|para|impresora|color|laserjet|w2310a|W2310A,HP,False,False,False
LASERJET W2111A NEGRO TONER HP PARA IMPRESORA LASERJET,laserjet w2111a negro toner hp para impresora laserjet,laserjet|w2111a|negro|toner|hp|para|impresora|laserjet|W2111A,HP,False,False,False
LASERJET W2111A CIAN TONER HP PARA IMPRESORA COLOR LASERJET,laserjet w2111a cian toner hp para impresora color laserjet,laserjet|w2111a|cian|toner|hp|para|impresora|color|W2111A,HP,False,False,False
LASERJET W2112A AMARILLO TONER HP PARA IMPRESORA COLOR LASERJET,laserjet w2112a amarillo toner hp para impresora color laserjet,laserjet|w2112a|amarillo|toner|hp|para|impresora|color|W2112A,HP,False,False,False
131-A AMARILLO PAGINAS PARA IMPRESORA COLOR LASERJET,131-a amarillo paginas para impresora color laserjet,131-a|amarillo|paginas|para|impresora|color|laserjet,,False,False,False
137-A NEGRO TONER STANDARD  HP,137-a negro toner standard hp,137-a|negro|toner|standard|hp,HP,False,False,False
87-A NEGRO TONER CONY 87A,87-a negro toner cony 87a,87-a|negro|toner|cony|87a,,False,False,False
136-A NEGRO TONER STANDARD HP,136-a negro toner standard hp,136-a|negro|toner|standard|hp,HP,False,False,False
05-A NEGRO TONER HP PAGINA PARA IMPRESORA  LASERJET,05-a negro toner hp pagina para impresora laserjet,05-a|negro|toner|hp|pagina|para|impresora|laserjet,HP,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
215-A (W2310A ) NEGRO,215-a w2310a negro,215-a|w2310a|negro|W2310A,,False,False,False
215-A (W2310A ) MAGENTA,215-a w2310a magenta,215-a|w2310a|magenta|W2310A,,False,False,False
LASERJET W2111A NEGRO,laserjet w2111a negro,laserjet|w2111a|negro|W2111A,,False,False,False
LASERJET W2111A CIAN,laserjet w2111a cian,laserjet|w2111a|cian|W2111A,,False,False,False
LASERJET W2112A AMARILLO,laserjet w2112a amarillo,laserjet|w2112a|amarillo|W2112A,,False,False,False
131-A AMARILLO,131-a amarillo,131-a|amarillo,,False,False,False
137-A NEGRO,137-a negro,137-a|negro,,False,False,False
87-A NEGRO,87-a negro,87-a|negro,,False,False,False
136-A NEGRO,136-a negro,136-a|negro,,False,False,False
05-A NEGRO,05-a negro,05-a|negro,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
COLCHONES HOSPITALARIOS IMNOVAMED,colchones hospitalarios imnovamed,colchones|hospitalarios|imnovamed,,False,False,False
CORTINAS,cortinas,cortinas,,False,False,False
MESA DE NOCHE IMNOVAMED,mesa de noche imnovamed,mesa|noche|imnovamed,,False,False,False
SILLAS DE ACOMPAÑANTE IMNOVAMED,sillas de acompanante imnovamed,sillas|acompanante|imnovamed,,False,False,False
PALOS PARA CORTINA,palos para cortina,palos|para|cortina,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
201-A TONER HP PARA IMPRESORA COLOR LASERJET (W277 ) 400A NEGRO,201-a toner hp para impresora color laserjet w277 400a negro,201-a|toner|hp|para|impresora|color|laserjet|w277|W277,HP,False,False,False
215-A TONER HP LASERJET PRO 201A  (CF401A ) CYAN,215-a toner hp laserjet pro 201a cf401a cyan,215-a|toner|hp|laserjet|pro|201a|cf401a|cyan|CF401A,HP,False,False,False
TONER HP LASERJET PRO 201A (CF402A ) YELLOW,toner hp laserjet pro 201a cf402a yellow,toner|hp|laserjet|pro|201a|cf402a|yellow|CF402A,HP,False,False,False
TONER HP LASERJET PRO 201A (CF403A ) MAGENTA,toner hp laserjet pro 201a cf403a magenta,toner|hp|laserjet|pro|201a|cf403a|magenta|CF403A,HP,False,False,False
TONER HP LASERJET 2727n FMP Q7553A,toner hp laserjet 2727n fmp q7553a,toner|hp|laserjet|2727n|fmp|q7553a|Q7553A,HP,False,False,False
TONER HP LASERJET MFP 137 mnw WW 1105A,toner hp laserjet mfp 137 mnw ww 1105a,toner|hp|laserjet|mfp|137|mnw|ww|1105a,HP,False,False,False
CARTUCHO DESKJET 1000 122,cartucho deskjet 1000 122,cartucho|deskjet|1000|122,,False,False,False
TONER CANON MF455 DW 057 (NEGRO ),toner canon mf455 dw 057 negro,toner|canon|mf455|dw|057|negro|MF455,Cano,False,False,False
TONER LASERJET ENTERPRISE MFP M 528,toner laserjet enterprise mfp m 528,toner|laserjet|enterprise|mfp|m|528,,False,False,False
TONER HP  LASERJET PRO M402-MFP M426 CF226,toner hp laserjet pro m402-mfp m426 cf226,toner|hp|laserjet|pro|m402-mfp|m426|cf226|M402-MFP,HP,False,False,False
TONER HP  LASERJET M 1536 dnf mfp,toner hp laserjet m 1536 dnf mfp,toner|hp|laserjet|m|1536|dnf|mfp,HP,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
VALLAS DE SEGURIDAD DE ALUMINIO,vallas de seguridad de aluminio,vallas|seguridad|aluminio,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
ROLLOS DE PAPEL HIGIENICO JUMBO JUNIOR JF,rollos de papel higienico jumbo junior jf,rollos|papel|higienico|jumbo|junior|jf,,False,False,False
ROLLOS DE PAPEL TOALLA,rollos de papel toalla,rollos|papel|toalla,,False,False,False
"AMBIENTADOR LIQUIDO (MISTOLIN) BEBE, CANELA GLADE",ambientador liquido mistolin bebe canela glade,ambientador|liquido|mistolin|bebe|canela|glade,,False,False,False
JABON LIQUIDO MULTIUSO ACEL,jabon liquido multiuso acel,jabon|liquido|multiuso|acel,,False,False,False
ESCOBAS REINA,escobas reina,escobas|reina,,False,False,False
SERVILLETAS  OCEAN BREEZE 500/1,servilletas ocean breeze 500/1,servilletas|ocean|breeze|500/1|500/1,,False,False,False
NEUTRALIZANTES DE MALOS OLORES LIMA,neutralizantes de malos olores lima,neutralizantes|malos|olores|lima,,False,False,False
"CLORO CONCENTRADO MACIER, (CLOROX)",cloro concentrado macier clorox,cloro|concentrado|macier|clorox,,False,False,False
DESGRASANTE A.B,desgrasante a.b,desgrasante|a.b,,False,False,False
DESCALIN D´SCALIN,descalin d scalin,descalin|d|scalin,,False,False,False
BAYGON INSECTICIDA,baygon insecticida,baygon|insecticida,,False,False,False
LYSOL DESINFECTANTE SPRAY,lysol desinfectante spray,lysol|desinfectante|spray,,False,False,False
VASOS HIGIENICOS NO.7,vasos higienicos no.7,vasos|higienicos|no.7,,False,False,False
RECOGEDORES DE BASURA PALITA REINA,recogedores de basura palita reina,recogedores|basura|palita|reina,,False,False,False
AMBIENTADORES SPRAY  GLADE,ambientadores spray glade,ambientadores|spray|glade,,False,False,False
TOALLITAS DE TELA PAÑITO LANILLA,toallitas de tela panito lanilla,toallitas|tela|panito|lanilla,,False,False,False
BRILLOS DE LIMPIEZA-VERDE- SCOTCH,brillos de limpieza-verde- scotch,brillos|limpieza-verde-|scotch,,False,False,False
WD-40 AKFIX A40 MAGIC,wd-40 akfix a40 magic,wd-40|akfix|a40|magic,,False,False,False
PALOS DE ESCOBA,palos de escoba,palos|escoba,,False,False,False
SERVILLETAS PARA DISPENSADORES  C-FOLD,servilletas para dispensadores c-fold,servilletas|para|dispensadores|c-fold,,False,False,False
JABON AZUL,jabon azul,jabon|azul,,False,False,False
DETERGENTE EN POLVO HISPANO,detergente en polvo hispano,detergente|polvo|hispano,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
ROLLOS DE PAPEL HIGIENICO JUMBO JUNIOR JF,rollos de papel higienico jumbo junior jf,rollos|papel|higienico|jumbo|junior|jf,,False,False,False
ROLLOS DE PAPEL TOALLA,rollos de papel toalla,rollos|papel|toalla,,False,False,False
"AMBIENTADOR LIQUIDO (MISTOLIN) BEBE, CANELA GLADE",ambientador liquido mistolin bebe canela glade,ambientador|liquido|mistolin|bebe|canela|glade,,False,False,False
